incident_id,date_int,latitude,longitude,snapshot_quarter,in_corridor,severity_economic_usd
470,20050607,3.7767,98.6767,200502,1,0.0
471,20050610,5.0417,99.9733,200502,1,0.0
472,20050614,5.5967,99.9633,200502,1,0.0
473,20050706,1.705,101.445,200503,1,0.0
474,20050713,1.2197,103.5687,200503,1,0.0
475,20050717,12.1533,50.8667,200503,1,0.0
476,20050718,12.1833,50.45,200503,1,0.0
477,20050721,2.0389,102.3391,200503,1,0.0
478,20050723,12.5383,43.4433,200503,1,0.0
479,20050723,13.6922,42.486,200503,1,0.0
480,20050729,12.4,50.5,200503,1,0.0
481,20050803,13.4,49.4167,200503,1,0.0
482,20050804,2.325,101.8333,200503,1,0.0
483,20050816,1.0,104.0,200503,1,0.0
484,20050831,15.0167,41.8833,200503,1,0.0
485,20051130,1.23,103.58,200504,1,0.0
486,20051206,12.0167,50.5833,200504,1,0.0
487,20051211,13.1167,49.2167,200504,1,0.0
488,20051214,12.2133,46.18,200504,1,0.0
489,20051224,4.2333,98.3833,200504,1,0.0
490,20060107,13.9767,49.3467,200601,1,0.0
491,20060107,13.7167,49.15,200601,1,0.0
492,20060115,1.7133,101.465,200601,1,0.0
493,20060121,15.8333,41.75,200601,1,0.0
494,20060125,13.46,42.9833,200601,1,0.0
495,20060127,11.9167,51.3167,200601,1,0.0
496,20060218,13.65,49.3,200601,1,0.0
497,20060218,14.4,51.7267,200601,1,0.0
498,20060219,27.5617,33.7833,200601,1,0.0
499,20060401,13.545,49.5467,200602,1,0.0
500,20060405,1.6548,102.76,200602,1,0.0
501,20060417,1.7033,102.7883,200602,1,0.0
502,20060417,4.5018,100.507,200602,1,0.0
503,20060510,12.92,49.61,200602,1,0.0
504,20060604,25.6667,57.0667,200602,1,0.0
505,20060702,4.9237,98.0105,200603,1,0.0
506,20060703,4.64,98.2133,200603,1,0.0
507,20060703,5.2833,98.025,200603,1,0.0
508,20060726,3.9183,98.7817,200603,1,0.0
509,20060727,6.2317,98.6283,200603,1,0.0
510,20060727,6.2317,98.6283,200603,1,0.0
511,20060812,24.9833,59.2667,200603,1,0.0
512,20060916,1.6627,101.6383,200603,1,0.0
513,20061007,5.0783,98.025,200604,1,0.0
514,20061105,4.15,99.6333,200604,1,0.0
515,20061115,3.9183,98.7817,200604,1,0.0
516,20061120,1.7058,101.4553,200604,1,0.0
517,20061128,12.4167,44.4167,200604,1,0.0
518,20061129,4.6833,98.7,200604,1,0.0
519,20061204,1.1583,103.5,200604,1,0.0
520,20061208,1.15,103.5655,200604,1,0.0
521,20061218,27.0567,56.225,200604,1,0.0
522,20061218,3.905,98.785,200604,1,0.0
523,20070121,3.645,99.5,200701,1,0.0
524,20070122,1.7,101.4833,200701,1,0.0
525,20070212,12.5331,47.9223,200701,1,0.0
526,20070215,13.45,43.0333,200701,1,0.0
527,20070225,11.8333,51.5833,200701,1,0.0
528,20070311,18.5427,38.2042,200701,1,0.0
529,20070312,18.4837,38.321,200701,1,0.0
530,20070321,1.6867,101.465,200701,1,0.0
531,20070321,14.06,49.1167,200701,1,0.0
532,20070328,4.6667,99.2583,200701,1,0.0
533,20070406,1.7075,101.451,200702,1,0.0
534,20070418,6.6545,99.941,200702,1,0.0
535,20070425,1.0667,103.5167,200702,1,0.0
536,20070429,1.0933,103.47,200702,1,0.0
537,20070510,3.9225,98.7798,200702,1,0.0
538,20070522,7.0,102.0,200702,1,0.0
539,20070607,15.8166,40.6009,200702,1,0.0
540,20070626,3.9167,98.7667,200702,1,0.0
541,20070710,12.9833,49.2833,200703,1,0.0
542,20070711,3.9167,98.7333,200703,1,0.0
543,20070720,12.5333,44.05,200703,1,0.0
544,20070720,12.5167,44.2,200703,1,0.0
545,20070813,4.2383,99.0783,200703,1,0.0
546,20070813,3.925,98.775,200703,1,0.0
547,20070818,3.9078,98.778,200703,1,0.0
548,20070822,1.0683,103.5067,200703,1,0.0
549,20070824,3.9217,98.776,200703,1,0.0
550,20070828,6.115,98.5117,200703,1,0.0
551,20070920,11.721,43.6987,200703,1,0.0
552,20071004,25.3667,58.0833,200704,1,0.0
553,20071019,4.1233,99.8667,200704,1,0.0
554,20071021,13.2333,48.2167,200704,1,0.0
555,20071022,12.4917,45.25,200704,1,0.0
556,20071023,3.9333,98.795,200704,1,0.0
557,20071028,13.0833,50.4,200704,1,0.0
558,20071101,1.875,102.1583,200704,1,0.0
559,20071106,3.92,99.77,200704,1,0.0
560,20071129,3.85,98.8,200704,1,0.0
561,20080110,1.0933,103.575,200801,1,0.0
562,20080201,4.0,99.5833,200801,1,0.0
563,20080201,12.9167,51.3933,200801,1,0.0
564,20080201,12.95,51.4,200801,1,0.0
565,20080308,3.7852,98.6923,200801,1,0.0
566,20080318,12.8867,50.245,200801,1,0.0
567,20080329,14.2017,50.7467,200801,1,0.0
568,20080401,13.7635,49.3132,200802,1,0.0
569,20080401,14.5,49.1667,200802,1,0.0
570,20080404,13.214,50.2438,200802,1,0.0
571,20080417,3.9385,98.769,200802,1,0.0
572,20080421,13.005,49.1233,200802,1,0.0
573,20080421,11.3908,49.1867,200802,1,0.0
574,20080428,14.2583,50.1967,200802,1,0.0
575,20080428,12.6467,49.7817,200802,1,0.0
576,20080502,3.815,100.7217,200802,1,0.0
577,20080502,3.815,100.7217,200802,1,0.0
578,20080519,12.8217,50.605,200802,1,0.0
579,20080523,13.27,49.145,200802,1,0.0
580,20080524,13.9667,50.7,200802,1,0.0
581,20080525,13.2728,50.8303,200802,1,0.0
582,20080525,13.42,47.9633,200802,1,0.0
583,20080527,1.1083,103.7597,200802,1,0.0
584,20080528,13.17,48.9795,200802,1,0.0
585,20080603,12.73,49.8583,200802,1,0.0
586,20080621,13.145,48.0617,200802,1,0.0
587,20080706,12.5717,43.4267,200803,1,0.0
588,20080715,13.5167,49.1933,200803,1,0.0
589,20080718,12.7917,51.0333,200803,1,0.0
590,20080720,3.9233,98.7483,200803,1,0.0
591,20080720,13.2832,50.0578,200803,1,0.0
592,20080726,3.95,98.8,200803,1,0.0
593,20080806,3.9367,98.78,200803,1,0.0
594,20080808,13.2,49.9333,200803,1,0.0
595,20080812,13.6468,49.7523,200803,1,0.0
596,20080819,12.7707,47.9197,200803,1,0.0
597,20080821,12.965,48.945,200803,1,0.0
598,20080821,13.8217,50.3983,200803,1,0.0
599,20080821,14.4403,49.941,200803,1,0.0
600,20080823,14.1883,50.3383,200803,1,0.0
601,20080823,14.2667,50.3233,200803,1,0.0
602,20080829,13.2,46.6167,200803,1,0.0
603,20080902,11.807,50.5333,200803,1,0.0
604,20080903,13.615,49.2033,200803,1,0.0
605,20080903,14.45,49.6667,200803,1,0.0
606,20080905,12.9583,47.0667,200803,1,0.0
607,20080906,12.95,47.2833,200803,1,0.0
608,20080906,12.9633,47.0267,200803,1,0.0
609,20080907,12.7667,45.8333,200803,1,0.0
610,20080908,12.9033,46.07,200803,1,0.0
611,20080908,12.758,46.0883,200803,1,0.0
612,20080910,13.151,47.95,200803,1,0.0
613,20080910,12.675,48.375,200803,1,0.0
614,20080912,13.4,48.3333,200803,1,0.0
615,20080913,13.5383,48.7883,200803,1,0.0
616,20080914,13.642,48.9833,200803,1,0.0
617,20080915,13.5757,49.0097,200803,1,0.0
618,20080918,14.2167,49.9833,200803,1,0.0
619,20080918,13.9,49.5167,200803,1,0.0
620,20080919,13.2177,49.5173,200803,1,0.0
621,20080926,13.5372,48.606,200803,1,0.0
622,20081001,13.2265,47.9587,200804,1,0.0
623,20081001,13.3833,48.15,200804,1,0.0
624,20081001,13.1667,47.7167,200804,1,0.0
625,20081001,12.7078,49.1717,200804,1,0.0
626,20081002,13.1233,48.7633,200804,1,0.0
627,20081004,1.2005,103.9003,200804,1,0.0
628,20081009,14.0753,50.8707,200804,1,0.0
629,20081010,13.1027,47.2238,200804,1,0.0
630,20081014,12.9903,48.4953,200804,1,0.0
631,20081015,13.5653,50.1783,200804,1,0.0
632,20081016,12.7333,45.8667,200804,1,0.0
633,20081028,12.67,45.4817,200804,1,0.0
634,20081028,13.4333,48.45,200804,1,0.0
635,20081028,12.9,46.6667,200804,1,0.0
636,20081028,13.2847,48.5905,200804,1,0.0
637,20081029,13.0025,46.6788,200804,1,0.0
638,20081031,1.1833,103.8417,200804,1,0.0
639,20081102,13.0333,46.6167,200804,1,0.0
640,20081107,12.7667,45.9333,200804,1,0.0
641,20081110,1.1848,103.8683,200804,1,0.0
642,20081110,13.46,48.4467,200804,1,0.0
643,20081111,12.75,46.0667,200804,1,0.0
644,20081112,12.56,45.1767,200804,1,0.0
645,20081112,13.1167,46.8,200804,1,0.0
646,20081113,13.4667,49.3583,200804,1,0.0
647,20081114,13.355,47.3143,200804,1,0.0
648,20081115,12.85,46.7167,200804,1,0.0
649,20081118,14.3833,51.0833,200804,1,0.0
650,20081118,14.2858,50.2617,200804,1,0.0
651,20081124,14.1953,49.9842,200804,1,0.0
652,20081128,13.9,49.15,200804,1,0.0
653,20081129,12.3333,44.1833,200804,1,0.0
654,20081129,13.9,49.4333,200804,1,0.0
655,20081130,14.045,49.7283,200804,1,0.0
656,20081203,12.9915,47.6927,200804,1,0.0
657,20081206,3.9183,98.7817,200804,1,0.0
658,20081212,13.545,48.625,200804,1,0.0
659,20081212,13.5167,48.65,200804,1,0.0
660,20081213,13.7167,48.2833,200804,1,0.0
661,20081216,13.347,47.9605,200804,1,0.0
662,20081216,13.9,49.65,200804,1,0.0
663,20081217,14.4667,51.6,200804,1,0.0
664,20081225,14.2287,50.8508,200804,1,0.0
665,20081231,13.1333,47.45,200804,1,0.0
666,20090101,13.0833,47.05,200901,1,0.0
667,20090101,14.35,50.5667,200901,1,0.0
668,20090101,13.8833,49.4833,200901,1,0.0
669,20090101,14.7833,51.7833,200901,1,0.0
670,20090101,14.6033,51.1167,200901,1,0.0
671,20090101,13.9167,48.9667,200901,1,0.0
672,20090101,14.3917,51.2433,200901,1,0.0
673,20090102,14.315,50.8667,200901,1,0.0
674,20090102,13.7,50.65,200901,1,0.0
675,20090102,13.2167,47.5433,200901,1,0.0
676,20090102,13.1833,47.5417,200901,1,0.0
677,20090103,12.9167,45.1667,200901,1,0.0
678,20090104,13.4,48.25,200901,1,0.0
679,20090104,13.5667,48.7083,200901,1,0.0
680,20090104,14.3,50.5333,200901,1,0.0
681,20090113,12.4083,45.9617,200901,1,0.0
682,20090114,13.0363,47.3843,200901,1,0.0
683,20090129,14.1667,50.9667,200901,1,0.0
684,20090129,12.4617,44.175,200901,1,0.0
685,20090211,12.9917,48.2817,200901,1,0.0
686,20090212,13.15,49.15,200901,1,0.0
687,20090212,12.7333,47.77,200901,1,0.0
688,20090216,4.9173,99.2682,200901,1,0.0
689,20090219,5.175,99.1005,200901,1,0.0
690,20090222,12.5663,47.022,200901,1,0.0
691,20090224,13.8667,49.7,200901,1,0.0
692,20090225,13.14,49.1583,200901,1,0.0
693,20090226,12.1833,43.5167,200901,1,0.0
694,20090302,12.15,45.55,200901,1,0.0
695,20090303,13.0333,48.7167,200901,1,0.0
696,20090304,12.2983,44.165,200901,1,0.0
697,20090311,13.275,49.7383,200901,1,0.0
698,20090314,13.675,49.2917,200901,1,0.0
699,20090316,12.5567,43.425,200901,1,0.0
700,20090319,12.5833,47.35,200901,1,0.0
701,20090320,13.71,42.4633,200901,1,0.0
702,20090320,13.1667,49.2167,200901,1,0.0
703,20090324,6.6667,99.2333,200901,1,0.0
704,20090325,13.5167,42.5667,200901,1,0.0
705,20090326,12.6333,43.3,200901,1,0.0
706,20090328,12.4333,46.8833,200901,1,0.0
707,20090329,12.5331,47.9223,200901,1,0.0
708,20090329,11.8367,44.8883,200901,1,0.0
709,20090402,13.8517,51.2367,200902,1,0.0
710,20090405,12.5331,47.9223,200902,1,0.0
711,20090409,13.1283,49.155,200902,1,0.0
712,20090409,14.1333,51.4833,200902,1,0.0
713,20090410,11.2833,49.1833,200902,1,0.0
714,20090410,11.2833,49.1833,200902,1,0.0
715,20090411,12.4,46.3167,200902,1,0.0
716,20090411,12.2667,46.3933,200902,1,0.0
717,20090412,13.05,48.8167,200902,1,0.0
718,20090413,12.9,48.25,200902,1,0.0
719,20090417,12.85,47.8167,200902,1,0.0
720,20090418,12.2333,45.75,200902,1,0.0
721,20090418,12.305,46.495,200902,1,0.0
722,20090418,12.5182,47.6446,200902,1,0.0
723,20090418,12.5182,47.6446,200902,1,0.0
724,20090420,13.2483,47.6817,200902,1,0.0
725,20090420,12.725,47.7917,200902,1,0.0
726,20090424,3.9433,98.7617,200902,1,0.0
727,20090425,14.015,51.5283,200902,1,0.0
728,20090425,14.0167,51.5667,200902,1,0.0
729,20090426,13.425,47.4067,200902,1,0.0
730,20090428,12.5167,46.1167,200902,1,0.0
731,20090505,13.3667,49.3833,200902,1,0.0
732,20090505,13.1333,49.15,200902,1,0.0
733,20090505,13.1617,49.1483,200902,1,0.0
734,20090506,13.5933,49.9917,200902,1,0.0
735,20090507,13.7167,50.5833,200902,1,0.0
736,20090507,14.7333,51.2333,200902,1,0.0
737,20090507,12.2067,45.7533,200902,1,0.0
738,20090507,13.0667,49.0,200902,1,0.0
739,20090510,12.55,43.4333,200902,1,0.0
740,20090513,13.3,49.3,200902,1,0.0
741,20090517,14.15,51.9167,200902,1,0.0
742,20090517,4.7767,103.7367,200902,1,0.0
743,20090518,12.7667,48.5,200902,1,0.0
744,20090518,12.9333,48.5,200902,1,0.0
745,20090519,13.23,49.1717,200902,1,0.0
746,20090525,13.1833,49.3317,200902,1,0.0
747,20090526,13.0833,48.9667,200902,1,0.0
748,20090528,13.0228,48.8105,200902,1,0.0
749,20090529,12.3333,46.4333,200902,1,0.0
750,20090529,12.1983,46.3667,200902,1,0.0
751,20090531,12.995,48.705,200902,1,0.0
752,20090531,13.4833,43.0167,200902,1,0.0
753,20090601,13.5533,50.4833,200902,1,0.0
754,20090607,13.0533,48.9,200902,1,0.0
755,20090607,13.0833,48.895,200902,1,0.0
756,20090613,13.6,43.4167,200902,1,0.0
757,20090614,12.5583,43.4917,200902,1,0.0
758,20090614,12.9833,43.15,200902,1,0.0
759,20090614,12.5833,43.4667,200902,1,0.0
760,20090614,12.965,43.155,200902,1,0.0
761,20090615,12.9667,48.45,200902,1,0.0
762,20090618,16.0,41.4117,200902,1,0.0
763,20090619,12.635,43.3617,200902,1,0.0
764,20090622,13.55,50.3167,200902,1,0.0
765,20090622,1.1333,103.5967,200902,1,0.0
766,20090622,13.485,50.3417,200902,1,0.0
767,20090708,13.7333,50.7167,200903,1,0.0
768,20090712,1.1485,103.7518,200903,1,0.0
769,20090713,12.3467,44.905,200903,1,0.0
770,20090803,13.775,50.705,200903,1,0.0
771,20090804,13.5333,48.8333,200903,1,0.0
772,20090814,12.5833,47.4167,200903,1,0.0
773,20090827,45.5248,50.6213,200903,1,0.0
774,20090830,1.1529,103.6155,200903,1,0.0
775,20090913,3.945,98.7683,200903,1,0.0
776,20090916,15.4833,41.5667,200903,1,0.0
777,20090918,14.3367,49.785,200903,1,0.0
778,20090919,13.9033,51.1633,200903,1,0.0
779,20090919,13.8683,51.0695,200903,1,0.0
780,20090919,13.8667,51.1167,200903,1,0.0
781,20090920,12.81,48.155,200903,1,0.0
782,20090926,13.1333,48.75,200903,1,0.0
783,20090926,12.25,45.65,200903,1,0.0
784,20090926,13.1928,49.4185,200903,1,0.0
785,20090926,13.1992,49.319,200903,1,0.0
786,20091005,13.6367,50.8417,200904,1,0.0
787,20091007,12.1167,45.46,200904,1,0.0
788,20091007,25.0317,58.0883,200904,1,0.0
789,20091012,12.2638,44.079,200904,1,0.0
790,20091016,13.725,50.925,200904,1,0.0
791,20091031,13.4333,49.7,200904,1,0.0
792,20091105,13.7133,51.935,200904,1,0.0
793,20091105,13.17,49.235,200904,1,0.0
794,20091107,12.622,47.1933,200904,1,0.0
795,20091116,12.8333,47.9167,200904,1,0.0
796,20091119,13.6317,47.6833,200904,1,0.0
797,20091207,12.9,48.1167,200904,1,0.0
798,20091218,12.5331,47.9223,200904,1,0.0
799,20091222,3.925,98.7767,200904,1,0.0
800,20091228,1.0783,103.6417,200904,1,0.0
801,20091228,12.9667,48.5667,200904,1,0.0
802,20100101,12.5167,47.3,201001,1,0.0
803,20100116,12.9667,48.7,201001,1,0.0
804,20100117,12.655,47.565,201001,1,0.0
805,20100203,13.0667,47.0667,201001,1,0.0
806,20100205,13.0,48.75,201001,1,0.0
807,20100228,12.5417,43.4333,201001,1,0.0
808,20100301,12.5182,47.6446,201001,1,0.0
809,20100302,12.64,44.79,201001,1,0.0
810,20100303,13.6167,42.975,201001,1,0.0
811,20100308,13.625,42.5167,201001,1,0.0
812,20100318,12.5182,47.6446,201001,1,0.0
813,20100326,12.5367,44.7517,201001,1,0.0
814,20100326,13.2567,49.19,201001,1,0.0
815,20100328,13.1333,48.75,201001,1,0.0
816,20100329,13.25,46.6667,201001,1,0.0
817,20100330,1.7553,101.4932,201001,1,0.0
818,20100403,13.8617,51.085,201002,1,0.0
819,20100404,13.98,51.4167,201002,1,0.0
820,20100406,14.1,51.8633,201002,1,0.0
821,20100414,12.7,47.3833,201002,1,0.0
822,20100417,4.0383,99.75,201002,1,0.0
823,20100425,13.7703,42.9617,201002,1,0.0
824,20100425,13.8,43.0,201002,1,0.0
825,20100427,4.7333,103.9667,201002,1,0.0
826,20100501,3.6333,103.75,201002,1,0.0
827,20100501,12.0667,44.0667,201002,1,0.0
828,20100505,13.1,48.6167,201002,1,0.0
829,20100511,12.5167,47.1333,201002,1,0.0
830,20100512,12.4617,43.7233,201002,1,0.0
831,20100525,12.5182,47.6446,201002,1,0.0
832,20100530,13.1,48.7,201002,1,0.0
833,20100602,13.75,50.3,201002,1,0.0
834,20100602,12.6007,43.4673,201002,1,0.0
835,20100603,12.2833,44.1833,201002,1,0.0
836,20100604,13.35,42.8,201002,1,0.0
837,20100607,13.3833,42.7667,201002,1,0.0
838,20100613,13.4,49.5833,201002,1,0.0
839,20100615,13.4333,42.6833,201002,1,0.0
840,20100618,13.3933,42.7467,201002,1,0.0
841,20100621,13.545,42.985,201002,1,0.0
842,20100623,12.5717,43.46,201002,1,0.0
843,20100624,13.2033,43.0633,201002,1,0.0
844,20100627,13.4533,42.6433,201002,1,0.0
845,20100627,12.61,43.4017,201002,1,0.0
846,20100628,1.0592,103.5647,201002,1,0.0
847,20100628,13.4,49.9667,201002,1,0.0
848,20100628,1.1,103.7333,201002,1,0.0
849,20100704,15.3067,41.8267,201003,1,0.0
850,20100704,13.2667,42.9333,201003,1,0.0
851,20100709,13.3333,42.9167,201003,1,0.0
852,20100709,15.4867,41.7067,201003,1,0.0
853,20100718,3.9167,98.7667,201003,1,0.0
854,20100721,14.3667,42.1333,201003,1,0.0
855,20100802,13.0333,48.9,201003,1,0.0
856,20100803,13.7083,42.95,201003,1,0.0
857,20100803,12.9333,48.1333,201003,1,0.0
858,20100804,15.81,41.4283,201003,1,0.0
859,20100805,12.58,43.4,201003,1,0.0
860,20100805,13.1833,49.0667,201003,1,0.0
861,20100808,12.1933,45.7267,201003,1,0.0
862,20100811,13.5987,42.635,201003,1,0.0
863,20100812,1.7137,101.4593,201003,1,0.0
864,20100818,13.2583,49.1333,201003,1,0.0
865,20100818,3.3783,100.4933,201003,1,0.0
866,20100822,13.325,49.8167,201003,1,0.0
867,20100822,13.435,49.6933,201003,1,0.0
868,20100828,13.5317,49.97,201003,1,0.0
869,20100906,13.5333,49.6617,201003,1,0.0
870,20100908,13.3833,49.9667,201003,1,0.0
871,20100908,12.5182,47.6446,201003,1,0.0
872,20100911,12.9,43.1783,201003,1,0.0
873,20101003,13.3533,49.485,201004,1,0.0
874,20101020,1.6855,101.4547,201004,1,0.0
875,20101022,13.1333,48.7333,201004,1,0.0
876,20101023,13.1517,49.21,201004,1,0.0
877,20101028,13.1333,49.2333,201004,1,0.0
878,20101102,3.9183,98.7817,201004,1,0.0
879,20101102,13.5237,48.3193,201004,1,0.0
880,20101107,1.7,101.45,201004,1,0.0
881,20101115,14.05,49.1333,201004,1,0.0
882,20101213,13.15,48.4833,201004,1,0.0
883,20101213,13.8733,51.1183,201004,1,0.0
884,20101223,1.2053,103.5697,201004,1,0.0
885,20101231,1.2483,103.4483,201004,1,0.0
886,20110101,13.15,48.8167,201101,1,0.0
887,20110110,14.5167,42.4833,201101,1,0.0
888,20110112,12.1167,45.4167,201101,1,0.0
889,20110115,12.695,44.8017,201101,1,0.0
890,20110120,13.1533,49.2433,201101,1,0.0
891,20110124,1.0833,103.7333,201101,1,0.0
892,20110126,4.75,103.55,201101,1,0.0
893,20110130,25.0333,60.3833,201101,1,0.0
894,20110210,13.16,43.1083,201101,1,0.0
895,20110211,1.1667,103.5833,201101,1,0.0
896,20110217,1.135,103.5367,201101,1,0.0
897,20110219,12.3167,44.1,201101,1,0.0
898,20110316,3.945,98.7733,201101,1,0.0
899,20110318,1.0833,103.5833,201101,1,0.0
900,20110319,1.6767,101.45,201101,1,0.0
901,20110322,13.1667,49.1,201101,1,0.0
902,20110329,13.502,47.5038,201101,1,0.0
903,20110401,14.0833,51.7167,201102,1,0.0
904,20110405,1.7537,101.3695,201102,1,0.0
905,20110410,12.0333,45.1333,201102,1,0.0
906,20110411,12.5167,43.6333,201102,1,0.0
907,20110412,13.6667,49.9333,201102,1,0.0
908,20110412,14.3667,42.6,201102,1,0.0
909,20110415,1.6933,101.4967,201102,1,0.0
910,20110419,1.7055,101.4527,201102,1,0.0
911,20110422,14.0333,42.85,201102,1,0.0
912,20110503,13.1817,49.3133,201102,1,0.0
913,20110505,1.7167,101.4333,201102,1,0.0
914,20110510,25.2967,58.1133,201102,1,0.0
915,20110513,1.2294,103.8689,201102,1,0.0
916,20110513,13.1783,48.6167,201102,1,0.0
917,20110515,3.7767,98.6767,201102,1,0.0
918,20110516,24.1833,61.1833,201102,1,0.0
919,20110520,13.25,43.0167,201102,1,0.0
920,20110521,25.4833,57.5167,201102,1,0.0
921,20110522,14.5167,42.2167,201102,1,0.0
922,20110525,12.55,43.4333,201102,1,0.0
923,20110525,13.2117,48.9733,201102,1,0.0
924,20110525,12.62,43.32,201102,1,0.0
925,20110526,1.1833,103.9333,201102,1,0.0
926,20110529,14.4,42.0667,201102,1,0.0
927,20110531,13.5,42.5833,201102,1,0.0
928,20110531,13.5833,42.6167,201102,1,0.0
929,20110602,1.1667,103.8333,201102,1,0.0
930,20110606,14.1667,42.3167,201102,1,0.0
931,20110607,13.555,50.4567,201102,1,0.0
932,20110610,13.4833,42.6167,201102,1,0.0
933,20110611,13.4833,42.7167,201102,1,0.0
934,20110611,13.7017,42.5967,201102,1,0.0
935,20110611,13.5817,42.6233,201102,1,0.0
936,20110612,29.9667,32.5432,201102,1,0.0
937,20110616,13.73,42.9467,201102,1,0.0
938,20110629,13.2833,42.9833,201102,1,0.0
939,20110706,12.4833,44.7333,201103,1,0.0
940,20110713,12.7333,43.3,201103,1,0.0
941,20110715,29.8217,32.52,201103,1,0.0
942,20110716,13.605,50.2883,201103,1,0.0
943,20110716,13.8,51.4167,201103,1,0.0
944,20110718,14.6017,42.3183,201103,1,0.0
945,20110720,3.9317,98.7633,201103,1,0.0
946,20110720,13.4317,42.6933,201103,1,0.0
947,20110720,13.4933,42.5983,201103,1,0.0
948,20110721,13.4167,42.8433,201103,1,0.0
949,20110721,13.4833,42.6,201103,1,0.0
950,20110722,12.9333,48.5,201103,1,0.0
951,20110722,13.5283,42.7033,201103,1,0.0
952,20110722,13.0067,48.3667,201103,1,0.0
953,20110723,13.6883,42.9567,201103,1,0.0
954,20110806,13.12,43.0817,201103,1,0.0
955,20110807,4.4167,99.8333,201103,1,0.0
956,20110808,1.7083,101.4933,201103,1,0.0
957,20110808,1.2513,103.4597,201103,1,0.0
958,20110809,13.1467,48.6933,201103,1,0.0
